,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
278,Whitehorse,90,CA,1604373857,77,60.72,-135.05,3.2,2.24
279,Campana,0,AR,1604374041,88,-34.17,-58.96,64.0,6.2
280,Necochea,0,AR,1604374042,73,-38.55,-58.74,55.99,8.01
281,Upernavik,87,GL,1604373829,91,72.79,-56.15,15.93,7.34
282,Rawson,100,AR,1604374042,28,-43.3,-65.1,75.67,17.72
283,Siaya,40,KE,1604374042,88,0.06,34.29,66.2,4.7
284,Itoman,40,JP,1604373846,65,26.12,127.67,77.0,28.86
285,Changanācheri,27,IN,1604373773,72,9.47,76.55,84.0,0.87
286,Ostrovnoy,100,RU,1604374042,82,68.05,39.51,42.21,29.71
287,Oktyabr'skiy,0,RU,1604374042,96,54.48,53.47,32.52,3.83
288,Cabra,0,ES,1604374042,87,37.47,-4.44,59.0,1.12
289,Najrān,0,SA,1604374042,32,17.49,44.13,53.6,2.13
290,Cairns,40,AU,1604374043,43,-16.92,145.77,89.6,19.46
291,Isla Aguada,84,MX,1604374043,76,18.78,-91.47,79.34,22.84
292,Herat Province,0,AF,1604374043,34,34.5,62.0,48.2,7.54
293,Tongchuanshi,95,CN,1604374043,37,35.08,109.09,54.86,4.88
294,Natitingou,82,BJ,1604374043,64,10.3,1.38,69.8,3.29
295,São Felipe,100,BR,1604374043,91,-14.82,-41.38,66.24,4.21
296,Hong Kong,6,HK,1604373744,65,22.29,114.16,75.99,1.01
297,Aktyubinskiy,0,RU,1604374043,98,54.81,52.81,30.67,6.91
298,Guaratuba,20,BR,1604374044,100,-25.88,-48.57,57.99,1.12
299,Alyangula,100,AU,1604374044,49,-13.85,136.42,93.2,11.41
300,Eureka,90,US,1604373901,93,40.8,-124.16,48.99,5.82
301,Lorengau,23,PG,1604374044,63,-2.02,147.27,87.31,1.14
302,Yashkul',99,RU,1604374044,59,46.17,45.34,53.37,6.85
303,Leningradskiy,100,RU,1604373809,89,69.38,178.42,14.38,21.45
304,Puerto Baquerizo Moreno,89,EC,1604374044,87,-0.9,-89.6,68.38,12.1
305,Batticaloa,1,LK,1604374045,72,7.71,81.69,82.44,6.04
306,Inírida,96,CO,1604374045,94,3.87,-67.92,74.57,1.66
307,Aykhal,90,RU,1604374045,84,66.0,111.5,6.8,2.24
308,Tual,100,ID,1604374045,77,-5.67,132.75,82.45,7.9
309,Mercedes,0,AR,1604374045,88,-34.65,-59.43,60.01,7.72
310,Cradock,0,ZA,1604374045,70,-32.16,25.62,60.87,2.98
311,Pemangkat,88,ID,1604374045,73,1.17,108.97,83.8,8.9
312,Kodinsk,92,RU,1604374045,96,58.69,99.18,25.02,7.99
313,Ludwigslust,0,DE,1604374046,91,53.32,11.5,53.01,7.0
314,Rehoboth,0,NA,1604374046,33,-23.32,17.08,57.74,5.77
315,Lompoc,90,US,1604373836,93,34.64,-120.46,57.2,3.36
316,Troitsko-Pechorsk,40,RU,1604374046,97,62.71,56.2,23.85,7.78
317,Banmankhi,5,IN,1604374046,48,25.88,87.18,76.68,7.31
318,Hernani,75,ES,1604374046,93,43.27,-1.98,57.0,5.82
319,Waingapu,75,ID,1604374046,60,-9.66,120.26,88.02,10.6
320,Baruun-Urt,0,MN,1604374046,67,46.68,113.28,24.71,12.93
321,Olinda,40,BR,1604374046,74,-8.01,-34.86,80.6,5.82
322,Øksfjord,100,NO,1604374047,70,70.24,22.35,42.8,14.99
323,Bandarbeyla,66,SO,1604374047,81,9.49,50.81,77.27,18.1
324,Sisimiut,100,GL,1604374047,84,66.94,-53.67,18.91,19.06
325,Quatre Cocos,40,MU,1604374047,69,-20.21,57.76,73.4,12.75
326,Galveston,1,US,1604374047,55,29.37,-94.97,64.99,8.05
327,Kaihua,100,CN,1604374047,76,23.37,104.28,55.67,3.42
328,Makarov,56,RU,1604374047,67,48.63,142.8,40.39,10.45
329,Laje,100,BR,1604374048,85,-10.18,-40.97,70.34,2.39
330,Yagodnoye,100,RU,1604374048,92,62.55,149.67,6.4,4.25
331,Wuchang,97,CN,1604374048,77,44.91,127.15,26.92,14.5
332,Sawākin,32,SD,1604374048,74,19.11,37.33,82.44,7.74
333,Palāsa,63,IN,1604374048,68,18.77,84.42,82.96,4.29
334,Na Klang,75,TH,1604374048,74,17.31,102.19,84.2,4.29
335,Urusha,47,RU,1604374048,82,54.05,122.9,14.22,6.15
336,Mount Gambier,100,AU,1604373794,35,-37.83,140.77,84.2,17.22
337,Gamba,88,GA,1604374049,93,-2.65,10.0,75.09,4.52
338,Sakakah,75,SA,1604374049,68,29.97,40.21,68.0,19.46
339,Bubaque,7,GW,1604374049,75,11.28,-15.83,83.28,10.87
340,Hammerfest,75,NO,1604373751,80,70.66,23.68,39.2,11.41
341,Miyakonojō,20,JP,1604374049,42,31.73,131.07,68.0,19.46
342,Longyearbyen,75,SJ,1604374049,95,78.22,15.64,32.0,49.44
343,Khuzhir,100,RU,1604374050,91,53.19,107.34,29.17,3.31
344,Huehuetenango,89,GT,1604374050,100,15.32,-91.47,46.99,2.68
345,Faranah,0,GN,1604374050,76,10.04,-10.74,70.0,2.51
346,Spornoye,90,RU,1604374050,100,50.84,37.29,46.4,6.71
347,Hobyo,60,SO,1604374050,81,5.35,48.53,80.08,11.86
348,Salinas,90,US,1604373796,93,36.68,-121.66,59.0,9.17
349,Cabo San Lucas,5,MX,1604373871,74,22.89,-109.91,78.8,2.86
350,Rudnichnyy,0,RU,1604374050,97,59.62,52.47,24.28,5.28
351,Miraflores,5,MX,1604374051,57,19.22,-98.81,50.0,13.87
352,Porto Velho,75,BR,1604374051,94,-8.76,-63.9,75.2,4.7
353,Santa Rosa,40,PH,1604374051,62,14.31,121.11,89.6,6.93
354,Tokur,100,RU,1604374051,89,53.13,132.9,15.85,7.96
355,Praia da Vitória,75,PT,1604374051,72,38.73,-27.07,60.8,15.7
356,Vanavara,82,RU,1604374051,96,60.34,102.28,21.27,9.22
357,Mīzan Teferī,0,ET,1604374051,87,6.98,35.58,60.49,2.89
358,Rundu,66,NA,1604374051,68,-17.93,19.77,69.01,0.38
359,Morondava,30,MG,1604374052,75,-20.28,44.28,75.51,4.18
360,Guhāgar,0,IN,1604374052,65,17.48,73.19,79.36,5.21
361,Campbell River,90,CA,1604373776,87,50.02,-125.24,50.0,6.93
362,Bauchi,100,NG,1604374052,37,10.5,10.0,69.6,3.15
363,Huanan,37,CN,1604374052,81,46.22,130.52,28.06,19.19
364,Uglegorsk,89,RU,1604374052,68,49.08,142.03,38.82,9.86
365,San Miguel de Tucumán,0,AR,1604373973,46,-26.82,-65.22,69.8,8.05
366,Carupano,72,VE,1604374053,85,10.67,-63.26,75.33,6.22
367,Shubarshi,0,KZ,1604374053,57,48.59,57.19,43.43,10.0
368,Songkhla,40,TH,1604374053,83,6.83,100.67,84.2,2.21
369,Ucluelet,100,CA,1604373852,90,48.93,-125.55,51.01,1.01
370,Tigil',100,RU,1604374053,76,57.8,158.67,37.0,12.57
371,Anchorage,1,US,1604374053,28,61.22,-149.9,21.2,9.35
372,Sinnamary,89,GF,1604374053,88,5.38,-52.95,77.76,8.79
373,Mizdah,0,LY,1604374053,77,31.45,12.98,52.54,3.42
374,Kitimat,75,CA,1604374054,100,54.05,-128.65,48.2,20.8
375,Grand Gaube,59,MU,1604374054,76,-20.01,57.66,70.0,7.0
376,Araouane,100,ML,1604374054,16,18.9,-3.53,80.44,7.18
377,Khāsh,0,IR,1604374054,26,28.22,61.22,52.2,3.49
378,Mogadishu,87,SO,1604373910,82,2.04,45.34,78.64,8.01
379,Hofn,99,IS,1604374054,62,64.25,-15.21,43.09,8.9
380,Santa Maria,0,BR,1604374054,63,-29.68,-53.81,60.8,8.05
381,Nakamura,0,JP,1604374054,46,32.98,132.93,64.44,10.76
382,Cortez,1,US,1604374055,38,37.35,-108.59,46.99,8.05
383,Divnomorskoye,100,RU,1604374055,72,44.5,38.14,58.08,4.43
384,Saint George,1,US,1604374055,31,37.1,-113.58,66.99,5.82
385,Portland,20,US,1604373799,62,45.52,-122.68,55.0,10.29
386,Katsuura,75,JP,1604374055,88,35.13,140.3,62.6,9.17
387,Bensonville,13,LR,1604374055,95,6.45,-10.61,74.07,1.14
388,Krasnosel'kup,90,RU,1604374055,97,65.7,82.47,16.99,10.09
389,Kumul,0,CN,1604373987,46,42.8,93.45,47.89,3.44
390,Saint-Joseph,90,RE,1604374055,56,-21.37,55.62,69.8,4.7
391,Homa Bay,40,KE,1604374056,88,-0.53,34.46,66.2,4.7
392,Preobrazheniye,0,RU,1604374056,63,42.9,133.91,38.71,16.33
393,Igarka,100,RU,1604374056,96,67.47,86.58,12.25,8.39
394,Pemberton,48,CA,1604373816,55,50.32,-122.8,52.0,4.45
395,Norman Wells,90,CA,1604373880,84,65.28,-126.83,8.6,4.7
396,Saint-Raymond,100,CA,1604374056,92,45.47,-73.61,30.99,4.7
397,Oberstdorf,100,DE,1604374056,83,47.4,10.28,57.99,3.0
398,Gallup,1,US,1604374056,37,35.53,-108.74,54.0,4.03
399,Half Moon Bay,5,US,1604374057,82,37.46,-122.43,63.0,5.7
400,São Luiz Gonzaga,0,BR,1604374057,62,-28.41,-54.96,59.97,10.67
401,Aksu,100,CN,1604373819,44,41.12,80.26,48.7,1.95
402,Tevaitoa,6,PF,1604374057,78,-16.78,-151.5,80.49,16.84
403,Pinheiro,26,BR,1604374057,90,-2.52,-45.08,75.72,2.75
404,Karoi,0,ZW,1604374057,63,-16.81,29.69,65.97,10.51
405,Berezovyy,100,RU,1604373938,89,51.67,135.7,32.88,1.41
406,Gorzów Wielkopolski,78,PL,1604374057,81,52.74,15.23,60.01,3.0
407,Churapcha,52,RU,1604374058,90,62.0,132.43,-3.28,7.09
408,Ancud,75,CL,1604374058,93,-41.87,-73.82,52.0,2.24
409,Sobolevo,39,RU,1604374058,96,54.43,31.9,39.74,3.96
410,São João da Barra,31,BR,1604374058,68,-21.64,-41.05,66.87,8.01
411,Alice Springs,0,AU,1604374058,7,-23.7,133.88,98.6,9.17
412,Seoul,1,KR,1604373783,33,37.57,126.98,48.2,16.24
413,Khuzdar,0,PK,1604373846,20,27.74,66.64,59.36,3.58
414,Grand-Santi,100,GF,1604374058,97,4.25,-54.38,73.17,3.96
415,Basco,90,PH,1604374059,74,20.45,121.97,79.34,29.77
416,Mocuba,70,MZ,1604374059,87,-16.84,36.99,70.54,2.64
417,Dargaville,100,NZ,1604374059,63,-35.93,173.88,71.76,10.09
418,São Filipe,66,CV,1604374059,59,14.9,-24.5,80.01,5.35
419,Henties Bay,0,NA,1604374059,90,-22.12,14.28,57.99,1.01
420,Biak,100,ID,1604374059,61,-0.91,122.88,82.89,4.52
421,Ginda,0,IN,1604374059,33,30.69,78.49,60.49,1.01
422,Pacific Grove,1,US,1604373975,93,36.62,-121.92,55.99,5.82
423,Metro,95,ID,1604374060,71,-5.11,105.31,84.54,7.23
424,Bogács,100,HU,1604374060,94,47.9,20.53,50.05,2.71
425,Popondetta,100,PG,1604374060,53,-8.75,148.25,91.38,6.69
426,Temuco,44,CL,1604373803,98,-38.73,-72.6,45.63,3.4
427,Karratha,0,AU,1604373847,24,-20.74,116.85,88.56,7.83
428,Sept-Îles,100,CA,1604374060,68,50.2,-66.38,26.01,21.92
429,Bud,8,US,1604374060,49,39.45,-86.18,43.0,11.97
430,Sydney,20,AU,1604373809,56,-33.87,151.21,71.01,14.99
431,Avera,1,US,1604373916,100,33.19,-82.53,42.01,2.24
432,Taiyuan,0,CN,1604374061,23,37.87,112.56,48.2,2.24
433,Mataram,40,ID,1604374061,55,-8.58,116.12,89.6,8.05
434,Raudeberg,89,NO,1604374061,81,61.99,5.14,46.4,11.41
435,Petrokamenskoye,20,RU,1604374061,95,57.72,60.65,24.53,3.11
436,Ambilobe,0,MG,1604374061,69,-13.2,49.05,70.18,4.81
437,Peruíbe,25,BR,1604373980,74,-24.32,-47.0,60.31,3.44
438,Almaznyy,40,RU,1604374061,100,48.04,40.05,50.0,8.95
439,Kholbon,0,RU,1604374061,77,51.88,116.25,21.51,3.47
440,Tazovsky,92,RU,1604374062,97,67.47,78.7,15.03,9.24
441,Sanming,36,CN,1604374062,51,26.25,117.62,72.23,6.06
442,San Ciro de Acosta,15,MX,1604374062,79,21.63,-99.82,54.27,1.48
443,Poum,100,NC,1604373764,73,-20.23,164.02,77.9,4.85
444,North Bend,90,US,1604373834,100,43.41,-124.22,52.0,8.05
445,Darhan,48,MN,1604374062,82,49.49,105.92,29.41,2.57
446,Atar,98,MR,1604374062,20,20.52,-13.05,77.88,12.21
447,Nehe,0,CN,1604374062,74,48.48,124.83,23.54,12.55
448,Mudgee,56,AU,1604374063,38,-32.59,149.59,75.2,8.05
449,Sulangan,100,PH,1604374063,73,11.14,123.72,83.03,7.94
450,Denia,0,ES,1604374063,87,38.84,0.11,63.0,3.47
451,Niagara Falls,75,CA,1604374063,42,43.1,-79.07,45.0,23.04
452,Toora-Khem,100,RU,1604374063,89,52.47,96.11,29.05,2.64
453,Hearst,100,CA,1604374063,73,49.68,-83.67,21.2,9.17
454,Atasū,61,KZ,1604374063,93,48.68,71.64,30.72,2.86
455,Gelemso,0,ET,1604374063,61,8.82,40.52,53.19,2.13
456,Nordhausen,27,DE,1604374064,10,51.52,10.8,51.01,11.54
457,Columbia,1,US,1604373968,86,34.0,-81.03,41.0,2.35
458,Storforshei,100,NO,1604374064,92,66.4,14.52,42.01,1.01
459,Abu Dhabi,0,AE,1604373767,83,24.47,54.37,73.4,3.36
460,Sharanga,0,RU,1604374064,95,57.18,46.54,30.16,5.53
461,Tataouine,0,TN,1604374064,67,32.93,10.45,59.0,3.36
462,Saint-Pierre,90,RE,1604374064,56,-21.34,55.48,69.8,4.7
463,Enshi,100,CN,1604374065,72,30.3,109.48,58.66,1.66
464,Caraquet,100,CA,1604374065,74,47.79,-64.94,28.4,19.46
465,Tura,82,IN,1604373787,78,25.52,90.22,78.4,1.99
466,Hartselle,1,US,1604374065,66,34.44,-86.94,37.99,1.63
467,Rio Grande,13,BR,1604374065,91,-32.03,-52.1,61.0,9.06
468,Camacha,40,PT,1604374065,77,33.08,-16.33,69.8,10.29
469,Beringovskiy,100,RU,1604374065,88,63.05,179.32,28.83,8.63
470,Concepción,17,CL,1604374037,87,-36.83,-73.05,55.4,8.05
471,Collierville,0,US,1604374065,70,35.04,-89.66,48.0,4.7
472,Purpe,88,RU,1604374066,95,64.48,76.69,14.99,10.96
473,Tandaltī,70,SD,1604374066,26,13.02,31.87,82.17,7.29
474,Jhelum,0,PK,1604374066,26,32.93,73.73,66.99,1.01
475,Hambantota,75,LK,1604374066,79,6.12,81.12,84.2,4.7
476,Coquimbo,6,CL,1604374066,87,-29.95,-71.34,53.6,4.7
477,Pravda,40,RU,1604374066,52,46.94,142.01,44.6,8.95
478,Surgut,75,RU,1604374066,100,61.25,73.42,24.8,8.95
479,Ninh Binh,100,VN,1604374067,66,20.25,105.97,67.42,8.99
480,Monte Santo,100,BR,1604373798,96,-10.44,-39.33,70.09,2.48
481,Caconda,51,AO,1604374067,96,-13.73,15.07,60.15,3.98
482,Havelock,1,US,1604374067,62,34.88,-76.9,46.99,3.36
483,Sechura,80,PE,1604374067,80,-5.56,-80.82,63.75,9.69
484,São João da Boa Vista,0,BR,1604374067,63,-21.97,-46.8,60.8,11.41
485,Morón,0,AR,1604373992,84,-34.65,-58.62,64.99,4.0
486,Tamandaré,23,BR,1604374068,82,-8.76,-35.1,76.66,7.25
487,Vestmannaeyjar,100,IS,1604373835,75,63.44,-20.27,42.64,30.87
488,Saldanha,48,ZA,1604373961,72,-33.01,17.94,64.4,2.24
489,Senno,100,RU,1604374068,87,59.53,33.92,43.47,12.77
490,Northam,100,GB,1604374068,94,51.03,-4.22,44.01,4.0
491,Bolshaya Rechka,20,RU,1604374068,92,51.95,104.74,26.6,6.71
492,Umm Kaddadah,5,SD,1604374068,28,13.6,26.69,76.68,25.03
493,Nerchinskiy Zavod,0,RU,1604374068,69,51.31,119.61,22.01,9.98
494,Rantepao,69,ID,1604374069,49,-2.97,119.9,84.16,4.25
495,Touros,40,BR,1604374069,88,-5.2,-35.46,77.0,3.36
496,Shenzhen,26,CN,1604374069,66,22.55,114.07,81.0,3.0
497,Bairiki Village,20,KI,1604374069,58,1.33,172.98,86.0,13.87
498,Jiwani,0,PK,1604374069,35,25.05,61.74,73.65,5.5
499,Warrington,37,GB,1604374069,70,53.39,-2.58,46.4,10.29
500,Ipueiras,93,BR,1604374069,90,-7.03,-40.45,71.02,5.44
501,Kropotkin,15,RU,1604374069,75,45.44,40.58,55.0,4.52
502,Labuhan,100,ID,1604373797,65,-6.88,112.21,85.77,5.61
503,Batagay-Alyta,88,RU,1604374070,86,67.8,130.41,-2.99,2.3
504,Erdenet,9,MN,1604374070,80,49.03,104.08,29.55,3.11
505,Batagay,18,RU,1604374070,84,67.63,134.63,-10.1,3.33
506,Talaya,100,RU,1604374070,95,61.38,152.75,16.65,8.5
507,Ubari,0,LY,1604374070,60,26.59,12.78,57.88,5.86
508,Sītāmau,0,IN,1604374070,25,24.02,75.35,72.09,3.11
509,Dhārchula,0,IN,1604374071,27,29.85,80.53,66.15,0.43
510,Gazojak,0,TM,1604374071,38,41.19,61.4,50.16,8.21
511,Ust-Nera,4,RU,1604374071,79,64.57,143.2,-11.06,4.34
512,Yumen,93,CN,1604374071,44,40.28,97.2,47.46,15.12
513,Bousso,0,TD,1604374071,55,10.48,16.71,77.36,2.42
514,Fortuna,90,US,1604374071,100,40.6,-124.16,48.99,4.7
515,Okato,100,NZ,1604374071,69,-39.2,173.88,66.99,15.01
516,Zeya,97,RU,1604374071,76,53.75,127.27,22.33,9.42
517,Kapit,100,MY,1604374072,63,2.02,112.93,85.78,1.61
518,Kamenka,0,RU,1604374072,90,51.32,42.77,41.27,7.67
519,Green River,1,US,1604374072,21,41.53,-109.47,50.0,6.93
520,Boddam,100,GB,1604374072,93,57.47,-1.78,35.6,1.12
521,Candoni,99,PH,1604374072,73,9.82,122.6,83.5,10.42
522,Corn Island,100,NI,1604374072,75,12.17,-83.04,82.06,28.01
523,Margate,0,GB,1604374073,66,51.38,1.39,51.01,15.59
524,Husavik,90,IS,1604373805,93,66.04,-17.34,35.6,24.16
525,Picuí,51,BR,1604374073,83,-6.51,-36.35,71.24,11.43
526,Tarko-Sale,100,RU,1604374073,95,64.92,77.78,15.39,10.85
527,Loreto,0,MX,1604374073,72,22.27,-101.97,47.5,13.09
528,Lavrentiya,31,RU,1604374073,88,65.58,-171.0,21.09,4.25
529,Turrialba,75,CR,1604373854,100,9.9,-83.68,68.0,3.36
530,Pasni,0,PK,1604374074,25,25.26,63.47,74.59,9.69
531,Port Blair,24,IN,1604374074,73,11.67,92.75,83.39,7.43
532,Zaraza,99,VE,1604374074,94,9.35,-65.32,72.12,3.51
533,Vardø,79,NO,1604373974,80,70.37,31.11,46.22,33.06
534,Senneterre,90,CA,1604374074,86,48.38,-77.23,26.6,12.75
535,Kolondiéba,70,ML,1604374074,44,11.09,-6.89,74.52,0.89
536,Hasaki,75,JP,1604373795,87,35.73,140.83,61.0,5.82
537,Cayenne,90,GF,1604373785,100,4.93,-52.33,75.2,10.4
538,Ekibastuz,33,KZ,1604374075,94,51.67,75.37,30.06,7.31
539,Kuytun,99,RU,1604374075,97,54.34,101.5,31.08,6.33
540,Sittwe,99,MM,1604374075,82,20.15,92.9,80.98,4.36
541,Bonavista,100,CA,1604374075,81,48.65,-53.11,51.01,10.29
542,Nabire,97,ID,1604374076,63,-3.37,135.48,87.19,5.35
543,Haapiti,40,PF,1604374076,62,-17.57,-149.87,84.2,13.87
544,Saint Anthony,1,US,1604374076,69,45.02,-93.22,45.0,4.14
545,Mossamedes,83,AO,1604374076,80,-15.2,12.15,67.77,5.93
546,Kabare,100,CD,1604374076,81,-2.47,28.82,60.75,2.28
547,Umluj,58,SA,1604374076,71,25.02,37.27,77.94,9.42
548,Tessalit,100,ML,1604374076,22,20.2,1.01,70.68,11.83
549,Coyhaique,0,CL,1604374077,76,-45.58,-72.07,50.0,3.36
550,Andalan,91,PH,1604374077,75,5.96,121.39,83.44,10.18
551,Bouza,8,NE,1604374077,21,14.42,6.04,76.41,10.42
552,Kargasok,97,RU,1604374077,99,59.06,80.86,27.75,5.14
553,Matara,63,LK,1604374077,68,5.95,80.54,83.88,4.27
554,Acarí,58,PE,1604373782,74,-15.43,-74.62,63.37,2.51
555,Ardeşen,75,TR,1604374077,87,41.19,40.99,59.0,2.24
556,Koulikoro,18,ML,1604374077,26,14.0,-7.75,72.91,5.23
